live名称,主讲者,链接,开始时间,参加人数,介绍,费用,个人主页链接,live评分,喜欢数,回答数
家庭装修：初步测量工作出图要求,醉狮兄,https://www.zhihu.com/lives/789068036400254976,2016-12-16 17:00:00,268,"我是醉狮兄，一名装修设计师。

在我的知乎 Time line 中，接到过多位知友们的咨询。咨询设计、咨询装修。貌似，大家都已经做好了准备。

可在正式工作开始的时候，我们却发现：仅仅是一个现场测量，初步出图工作，就要让我们返工三五趟。反复测量多次，才能完成（胜任）这件工作。这是一件价值并不是很高，很基本、很基础的工作。在装修中，我们可以在网络平台寻找量房团队，为我们完成这件工作。花钱也不多。可是，这件工作做不好，会导致：我们以后的设计工作频频出错，乃至于施工返工，与施工队扯皮。这会给我们带来很大的损失。有时候，我们想要做好这件工作。却发现，需要花费很多的时间和精力。反复的去做这件「初步」的测量工作。那么，如何一次性完成这件工作，绘制出大多数设计师，通用的初步测量提案呢？

本期 Live ，我们将一起学习、分享：自家装修房子，做设计。验收初步测量图纸，需要核验哪些讯息。

本次 Live 主要包括以下内容：

＊ 委托网络平台做初步测量、出图工作；验收初步测量图纸，需要核验哪些讯息？

＊ 如果我们自己做现场堪则工作，需要记录哪些讯息，才能使得这件工作，能够为以后的设计工作，提供数据依据。

＊ 这件工作怎么做？至少需要哪些基本的工具？

＊ 如何绘制初步测量图纸，这份图纸包含哪些内容，这些内容，与之后哪些设计工作相关？

＊ 主讲人自己完成这样的工作，需要花费多少个小时的工作时间（成本）。",9RMB,https://www.zhihu.com/people/Emptiness-form,5.0,294,388
VC 行业 89 后年轻人生存指南,余跃,https://www.zhihu.com/lives/790192265648828416,2016-12-21 20:00:00,489,"我是华创资本的余跃，生于 1991 年，但已创过业 3 年、全职 VC 工作 2.5 年。我从不愿意强调我的年纪，也不避讳暴露我的年轻。作为早熟派投资人，我已经度过了从「一脸懵逼」到「谈笑风生」的阶段，负责投资过多个早期项目，也参与管理「什么值得买」、「下厨房」等优秀企业。经历过一个小的从资本热潮到寒冬的周期，见证了一些创业公司的兴衰、看到了同行小伙伴们的去留，而对 VC 和互联网创投行业了解越多，越发感到自己的无知，却又更激起常年投入的热情。

本次 Live 我将分享我从大学期间开始创业、到 IDG 资本实习、然后到华创资本全职 VC 投资工作的历程。而进入 VC 行业只是第一步，年轻的投资人如何在这个非常看重经验与人脉的行业里站稳脚跟，是一个更难的问题。一个年轻 VC 投资人如何提高自己的投资能力以及对基金的贡献、如何看待个人的成长、如何规划职业生涯，将是对人生最大的一笔风险投资。我将在此次 Live 中分享一些我的见解。

本次 Live 主要包括以下内容：

＊ 什么是风险投资（ VC ）？

＊ VC 基金是如何分工的， VC 都做什么？

＊ 如何进入一家 VC 工作？

＊ 年轻 VC 的优势与劣势是什么？

＊ 年轻 VC 应建立哪些能力？

＊ 年轻人该如何考虑在创投圈的职业生涯？

＊ 其他相关行业（互联网创业公司、 FA ）年轻人该如何规划？",19RMB,https://www.zhihu.com/people/yu-yue-51,4.0,308,65
 LED 照明设计如何避坑,KLJ明捷,https://www.zhihu.com/lives/789872613613633536,2016-12-21 20:00:00,51,"我是 KLJ 明捷，专业照明灯商，也是新的达人分享营销模式开拓者和无主灯照明流派掌门，要给设计届和照明届带来一股「泥石流」～

常常看到很多设计师和业主栽倒在验收开灯那一刻，我很有信心让这件事避免，利用所知的产业链，实战经验结合熟知的可以实现目的的产品，人人可以照明设计，把握合理的和自己想要的效果。讲真，你们真没有地方能听这种 Live ，没几个人真的可以讲照明大家不打瞌睡真的有收获。第一次 Live 主要开展是答疑解惑，希望你们问的专业点，不要问的笼统的如何布局之类的或者是一般装修设计师或稍经验的人士就可以解答的问题。

本次 Live 主要包括以下内容：

＊ 简单讲解 LED 照明时代的一些困扰

＊ 一些照明设计的坑

＊ 如何分辨参数和视觉习惯的尴尬

＊ 装修设计师如何引导客户不要照明方面进坑以及一些事先对期望值的心理建设技巧

＊ 回答大家的提问",100RMB,https://www.zhihu.com/people/kljming-jie,3.5,99,1404
1 小时教你用瑜伽体式改善肩颈健康,马小弱,https://www.zhihu.com/lives/789463108962762752,2016-12-21 20:00:00,488,"我是马小弱，瑜伽老师，瑜伽权威组织美国瑜伽联盟 Yoga Alliance 成员，美国瑜伽联盟 RYT200 认证执教资格。目前主要执教理疗、基础、静态拉伸、哈达瑜伽和流瑜伽，个人主要练习 Jivamukti Yoga 和 Universal Yoga 两种流派。目前在上海任教。

我自己也曾经一直被肩颈痛的问题困扰，现在大多数人在电脑面前一坐就是几个小时，不坐电脑面前的时候就玩手机玩 ipad ，肩颈都一直处于重复动作而且紧张的状态，接着各种毛病就来了。本次 Live 主要帮助大家如何在日常利用瑜伽体式来为自己和家人来改善肩颈的紧张。不管你是否已经有一些肩颈上的不适，我将把我目前所知道的知识都分享给你，而且我相信一定会很实用的，如何利用办公室的间隙进行简单地练习，怎样在家躺着就能练习等。

本次 Live 主要包括以下内容：

＊ 肩颈最常见的问题和可能造成长期危害

＊ 肩关节的构造以及肩关节的移动方向

＊ 顺应关节移动方向的肩颈伸展体式以及练习注意事项

＊ 肩部和颈部已经有一些不适，可以通过哪些体式来改善？

＊ 如何在办公室里利用办公间隙进行练习？

＊ 一个在家就能躺着练习的排序

＊ 已入门的你有哪些进阶体式？

＊ 其他 Live 中提出的问题",9RMB,https://www.zhihu.com/people/tinafever,4.5,509,151
不同时期的家庭资产配置,莫青,https://www.zhihu.com/lives/789096864711458816,2016-12-21 20:00:00,1209,"我是莫青，蛋卷基金产品顾问。一名出身交易员，皈依价值投资的半职业投资者。进入股市十年，写过不少东西，赚了一些钱，在雪球有几万薄粉。

资产配置并非静态。在人生的不同时期采取更适合当下状态的资产配置方式，本质上是从人生的视角出发，整体上提升人一生可支配财富的投资回报。处在人生的不同阶段，可供投资的资金、投资风险偏好、投资能力等条件不一样，使用的投资理财方式也会不一样。本次 Live ，会给大家介绍自己在投资市场 10 年的风雨历程，希望过往 10 年的投资经验总结能给更多人带来启发，投资路上，大家一同进步。

本次 Live 主要包括以下内容：

＊ 刚毕业，资金有限、投资经验有限，这个阶段将要做什么样的准备才能「赢在起跑线上」，为之后的人生发展积累势能？

＊ 工作数年，有了一定积累，投资理财需要做什么改变？

＊ 如何配置家庭资产，如何为父母构建养老基金，如何为孩子构建成长基金、教育基金？",19RMB,https://www.zhihu.com/people/mo-qing-89-81,3.5,691,89
从舌尖上的中国到创意的自我更新,陈硕,https://www.zhihu.com/lives/784506113004408832,2016-12-01 21:00:00,80,"我是陈硕，纪录片和广告导演，代表作品：《舌尖上的中国 2 》之《相逢》、《 138 种食材的奇妙旅行》、《极致味道的袖珍时光》。

本次 Live ，我想聊聊创意的缘起和生产，怎样在既有框架里实现自我突破，最大限度地提升作品水准。

本次 Live 主要包括以下内容：

＊ 《舌尖上的中国 2 》的参与过程和所受启发是什么？

＊ 内容和商业的双重限制是什么？

＊ 如何在双重限制下实现创意的突围？

＊ 功夫应该在平日，知识和意识的持续更新

＊ 如何贯彻优秀创意的生产？",18RMB,https://www.zhihu.com/people/cs_godard,0,77,38
关于桑塔格《反对阐释》的阐释,不鳥萬如一,https://www.zhihu.com/lives/783018976958492672,2016-12-01 21:00:00,111,"我是《一天世界》作者与主播不鳥萬如一。《一天世界》是在读者和听众的支持与资助下成立的媒体计划，我用整体性的视角观察当代社会、技术文化以及商业风景，对抗消费主义导向的论述，强调对技术与艺术的敏锐感受力、以及精神与肉体上的强健。

《反对阐释》(Against Interpretation) 是已故美国作家苏珊·桑塔格 (Susan Sontag) 最有名的文章，最初发表于一九六六年。和二十世纪的许多经典文本一样，它超越了时代，因此在今天比当年更加具有现实意义。桑塔格主张以更加身体性、官能性的方法对待艺术，放弃对艺术作品之「意义」的追问。在今天，各种言论、观点、洞见和阐释的泛滥恐怕已远非一九六零年代的桑塔格所能想像，这导致了一个讽刺性的结果：如果不对《反对阐释》本身加以阐释，我们对这份在技术剧烈变迁的年代极有价值的文本只能形成粗疏和党派式的理解。



今年七月，我在《一天世界》的会员通讯里以文字形式尝试阐释了我所理解的《反对阐释》。在本次 Live 中，我会以语音形式把它带到知乎 Live 。

本次 Live 主要包括以下内容：

＊ 什么是「有用」的艺术？

＊ 为什么总有人——包括智商非常高的人——喜欢问「 XX 作品表达了什么？」

＊ 文化和艺术是人的基本修养的一部分吗？

＊ 有人反对阐释，但今天很多人觉得「评论才是本体」。如何面对这两种观点而不精神分裂？

＊ 为什么中国的知识分子大都不太在乎穿着打扮？这有什么问题吗？

＊ 桑塔格说阐释有时让你自由，有时则是「反动」的。这是什么意思？什么时候让你自由？什么时候反动？

＊ 《反对阐释》的局限性在哪？",150RMB,https://www.zhihu.com/people/lawrencelry,4.5,98,68
大公司还是创业公司，如何选择？,陈晔,https://www.zhihu.com/lives/781574399877730304,2016-12-01 21:00:00,83,"我是陈晔，前支付宝钱包质量大盘负责人。伪 90 后，测试行业说真话的人，移动互联网测试行业年龄最小的布道师。 QCon 、 GMTC 全球技术大会测试讲师。《大话移动 App 测试》系列丛书作者。目前在互联网金融行业奋斗，自媒体人。

这可能是每个毕业生或者即将毕业的同学都关心的问题。我们到底是一开始进入创业公司好呢，还是进入大公司好呢？ This is question 。但往往事实真相并不是只有 0 和 1 那么简单的。其实我们在考虑去什么规模的公司的时候还有更多隐形的问题更值得我们去考虑。



本期 Live 我会告诉大家那些关于大公司和创业公司那些知道和不知道的故事。

本次 Live 主要包括以下内容：

＊ 选择创业公司的优势是什么？

＊ 选择大公司的优势是什么？

＊ 选择创业公司需要注意的点有哪些？

＊ 选择大公司需要注意的点又有哪些？

＊ 还有哪些因素是会左右我们选择的？

＊ 除了这两者还有什么选择呢？",49RMB,https://www.zhihu.com/people/monkeytest,4.5,110,73
活在影子里的当代旧诗,夜小紫,https://www.zhihu.com/lives/784099204699033600,2016-12-01 20:30:00,245,"我是夜小紫，旧体诗人，有近八年的创作经验。在知乎最想做的事就是消除大众对于诗词的一些误解，让更多的人了解那个藏在影子里的当代旧诗圈。

本次 Live 我将带来对处境颇为尴尬的当代旧体诗词的一些介绍，想要让大家了解为什么会如此尴尬，这门「死亡」了的旧文学是否还有生命力，它的未来在何方。

本次 Live 主要包括以下内容：

＊ 何谓之「旧」：旧诗演进过程回溯，以及沦没原因浅议。

＊ 何谓之「新」：旧诗常见形式、主题回顾，固有范式是否落后。

＊ 向死求生：为什么我认为旧诗依然有未来。

＊ 站在 2016 ：当代诗人不为人知的江湖，他们的思索及努力。",20RMB,https://www.zhihu.com/people/ye-xiao-zi,4.5,124,105
证据主义投资三原则,伍治坚,https://www.zhihu.com/lives/787622437486346240,2016-12-16 16:00:00,164,"我是伍治坚。本人毕业于复旦大学管理学院（学士）和新加坡国立大学商学院（硕士），是特许金融分析师（ CFA 持证人），也是英文书《 China 88-The real China and how to deal with it 》 （ Pearson, 2014 ）的作者。本人于 2010 年在新加坡创建了五福资本（ Woodsford Capital Management Pte Ltd ）。五福资本以证据主义投资哲学为指导原则，专注于海外美元资产配置。

我提倡投资者们以证据主义为中心，坚持三个基本原则：有效系统，控制成本，长期坚持。基于证据主义哲学观建立的三个原则是应对我们投资者最容易犯的三大错误的有效武器。这三大错误分别是：对自己的非理性认识不足，对投资成本的重要性认识不足，和对长期坚持的重要性认识不足。在这次 Live 中，我将和大家分享一下如何认识并理解这些投资者最容易犯的错误，以及如何纠正这些错误的方法。

本次 Live 主要包括以下内容：

＊ 投资者错误一：对自己的非理性认识不足

＊ 投资者错误二：对投资成本的重要性认识不足

＊ 投资者错误三：对长期坚持的重要性认识不足

＊ 如何通过坚持三原则来纠正这些错误？

＊ 听众互动环节",9RMB,https://www.zhihu.com/people/wuzhijiansingapore,4.0,119,48
新地球的「继承者们」,Lewind,https://www.zhihu.com/lives/791401056318947328,2016-12-15 21:00:00,24,"我是叶盛，中国科学院生物物理研究所的副研究员，译有《为什么要相信达尔文》、《大灭绝时代》等科普图书。其中《大灭绝时代》一书于 2016 年获得了国家图书馆「文津奖」科普类推荐图书奖和深圳市大鹏自然好书年度远见奖。受这本书主题与内容的感召，我也开始致力于环境保护和生物多样性保护的科普工作，在 SELF 格致论道等论坛进行过相关的演讲。

前天夜里在办公室写东西，突然听到冰箱后面有窸窸窣窣的声音传来。我走过去翻了翻旁边堆的箱子，竟然从缝隙中蹿出一只老鼠来，准确地说，是我们做实验用的小白鼠。还没等我反应过来，小白又钻进了别的家具后面，消失不见了。也不知道是哪个研究组违规在动物房以外养实验动物，这才让小白鼠有机会兴风作浪。昨天一上班就报告了单位的安全部门，又统一放置了捕鼠装置，可惜至今未果……于是，我想到了有些科学家的预言：老鼠将成为未来地球的统治者。咱们不如就做一次有关于此的 Live 吧！



老鼠是一种人人喊打的动物。如果你在一家饭馆看到老鼠出没，估计你很难再提起兴致去那里吃饭了。可是老鼠却很难消灭，既有着如「小强」一般的强悍生命力，又有着比「小强」强得多的聪明大脑和敏锐嗅觉。生物学家们之所以选择老鼠作为重要的模型实验动物，也与老鼠强大的生存能力有一定的关系。在我翻译的《大灭绝时代》这本书中写道：我们身边几乎所有的动物门类当今都面临着灭绝的危险，从已经消亡二分之一物种的两栖类，到消亡了六分之一的鸟类，甚至还包括植物，没有任何生物门类能够幸免。然而，老鼠却一家独大，并且很有可能在我们人类灭绝之后，接替人类，掌管地球。不仅如此，它们还将在未来产生所谓的「进化辐射」现象，占领各种灭绝动物让出来的生态龛位，甚至可能飞上天空。

本次 Live 主要包括以下内容：

＊ 当今正在我们身边发生着的物种灭绝灾难，以及它对我们人类自身的影响。

＊ 有哪些物种可能接替人类，成为新地球的统治者？

＊ 除了老鼠，是否还有其他可能的「继承者」呢？

＊ 怎样做才能保护环境，保护生物多样性，从而避免咱们人类「被继承」？",16RMB,https://www.zhihu.com/people/Lewind,5.0,33,75
如何成为婚礼策划师？,腾远,https://www.zhihu.com/lives/789466339969335296,2016-12-15 21:00:00,412,"我是一名婚礼行业从业人员。从事婚礼策划以及相关工作。从业时间 4 年，期间完成了近 200 场婚礼的策划工作，对婚礼策划有着比较丰富的经验。同时也是知乎婚礼策划话题下的活跃回答者。

本次 Live 我将分享如何才能成为一名婚礼策划师，踏上婚礼策划的职业之路。

本次 Live 主要包括以下内容：

＊ 如何成为一名婚礼策划师？

＊ 婚礼策划师都要有哪些技能？

＊ 婚礼策划师的职业发展前景怎么样？

＊ 婚礼策划师的工资待遇高吗？

＊ 怎样快速融入一家婚礼策划公司？

＊ 如果自己想开一个婚礼策划工作室，应该做哪些准备？

＊ 以及其他你想了解到的关于「婚礼策划」职业的信息。",9RMB,https://www.zhihu.com/people/tengyuan2015,4.5,350,116
跳槽前，做一份拿得出手的简历,小红拖拉机,https://www.zhihu.com/lives/787641373699375104,2016-12-15 21:00:00,2285,"我是小红拖拉机，工业与组织心理学硕士，任职一家科技公司 HRD 。从事人力资源十余年，历任外企和咨询公司的 COE 、高级咨询顾问等职，作为《清华管理评论》、《商界评论》人力资源专栏作家，一直致力于普及心理学在人力资源领域的应用。

又到职场大众领年终奖、寻觅新工作机会的时候，然而，许多职场新人准备跳槽时，投了许多简历却没有回复，屡屡受挫。从招聘的简历筛选和面试中，我发现职场新人的简历存在一些普遍性的问题，往往陷入只顾自我表达而忽视 HR 想要看什么的误区。本次 Live 我会结合社会心理学和认知心理学的知识，从「简历」的真正意义出发，分享写简历的常见误区和科学方法论，教各位「准备起跳」的职场新人做一份颜值更高的简历，斩获更多 HR 邀约，增加跳槽的胜算筹码。

本次 Live 主要包括以下内容：

＊ 裁判：筛选简历时面试官在想什么？

＊ 标杆：简历常见误区和好简历的三个特点？

＊ 任务：写简历的逻辑与文法是什么？如何确定简历的调性？

＊ 应用：简历如何包装更招人待见，怎么投更有效？

＊ 发挥：如何能用简历埋好面试话题？",19RMB,https://www.zhihu.com/people/xhtlj,4.5,1925,118
画面感与节奏：像拍电影一样写小说,马伯庸,https://www.zhihu.com/lives/785073978891829248,2016-12-01 20:00:00,2809,"我是马伯庸，业余文学爱好者，写过几本小说，跟大家分享一下创作心得。

如何让读者在阅读你的文字时，感觉像是在看一部电影？很简单，在小说创作里加入电影表现的种种技巧。其中最重要的两点：一是画面感，二是节奏，它们具体是如何实现的？小说写作五分靠天分，三分靠勤勉，还有两分靠的是技巧。

本次 Live 主要包括以下内容：

＊ 电影和小说在创作原理上的区别是什么，两者如何互通有无？

＊ 如何像导演一样把文字节奏带起来？

＊ 如何像镜头一样让文字具有画面感？

＊ 如何把好莱坞电影的套路移植进小说的布局谋篇？",13RMB,https://www.zhihu.com/people/ma-bo-yong,4.5,670,61
不是你不努力，而是缺乏判断力,莫同,https://www.zhihu.com/lives/787312859838181376,2016-12-15 21:00:00,753,"我是莫同。思维教练、职业规划师。曾任上市公司高管、互联网运营合伙人。中国人民大学传播学硕士。

批判性思维是一件很重要但又非常缺乏的技能。它决定你的职场天花板在哪里，决定你是否有主见去应对生活的方方面。如果一个人工作了很长时间却一直无法晋升，如果你生活中总是亦步亦趋地跟随别人的脚步，你可能需要更多地去学习批判性思维。

本次 Live 主要包括以下内容：

＊ 什么是批判性思维？

＊ 批判性思维决定职场天花板

＊ 它会如何影响你的生活？

＊ 为什么你缺乏批判性思维？

＊ 如何学习这种思维方式？

＊ 论证结构是什么？

＊ 怎么使用「黄金 5 问」？",29RMB,https://www.zhihu.com/people/motong123,4.0,593,121
无人机简史,无人机中的城堡,https://www.zhihu.com/lives/785571855141474304,2016-12-15 21:00:00,42,"我是无人机中的城堡，控制理论与控制工程专业在读博士，研究方向为无人机控制器设计与建模。项目经验包括行业应用无人机系统设计与实现，无人机控制器系统实现与无人机建模等。合作对象包括应用领域的研究所，无人机公司，无人机应用领域公司、无人机研发或使用团队等。重点关注无人机领域理论与工程技术的结合、分析、设计。特别关注对无人机技术、实现、工程应用等感兴趣的在校学生。

无人机是一个非常有吸引力的对象，城堡在自己的专栏中通过与热心读者的交流，发现大家的问题很大一部分来源于我们并不如自己想象的那样认识「无人机」。正因如此，很多读者不知道如何进入这个领域，不知道它由哪些技术组成，不知道哪些产品代表它的未来，哪些技术有真正的行业意义。无人机不是石头里突然跳出来的猴子，它有着丰富而清晰的发展历史，还有什么途径比这些历史上真切出现过的无人机产品、技术更能让我们了解无人机本身的含义呢？通过无人机历史来建立对无人机系统的理解正是本次 Live 的核心目的。

本次 Live 主要包括以下内容：

＊ 哪些问题可以帮助我们了解无人机？

＊ 如何定义无人机？

＊ BC 到 1896 ：飞行器与无人机

＊ 1896 到 1914 ：自动驾驶的雏形

＊ 1914 到 1991 ：大战与冷战中的无人机

＊ 互联网到开源：无人机实现的爆发

＊ 开源到无人机公司：开放还是封闭",29RMB,https://www.zhihu.com/people/wu-ren-ji-zhong-de-cheng-bao,0,104,96
赖世雄：从零开始说出流利口语,赖世雄,https://www.zhihu.com/lives/788886196771102720,2016-12-21 20:00:00,12540,"我是赖世雄老师，很高兴有机会和大家在知乎上有互动交流的时间！这次的主题涵盖层面很广，我首先会教大家如何学英语口语，说一口地道的美式英语口语，然后分别依据听、说、读、写四个层面给大家做学习建议！期望每个人都能够爱上学习英语。

本次活动特别邀请 80 后英语男神，也是我的得意门生吴纪维 Johnny 老师，一起加入分享他的学习经验。 Johnny 老师幽默风趣，说著一口标准流利的美式英语，可以给大家作为学习的榜样。欢迎大家一起加入！

我是赖世雄老师，很高兴有机会和大家在知乎上有互动交流的时间！这次的主题涵盖层面很广，我首先会教大家如何学英语口语，说一口地道的美式英语口语，然后分别依据听、说、读、写四个层面给大家做学习建议！期望每个人都能够爱上学习英语。

本次活动特别邀请 80 后英语男神，也是我的得意门生吴纪维 Johnny 老师，一起加入分享他的学习经验。 Johnny 老师幽默风趣，说著一口标准流利的美式英语，可以给大家作为学习的榜样。欢迎大家一起加入！



我在知乎上发表了二十篇关于英语学习的文章，很有幸得到了广大英语爱好者的评论与点赞，发现还有很多英语爱好者在英语学习方面有很多疑惑，譬如发音不准、英语听力不好、英文写作不好等。提出的英语问题纷繁杂类，但也有很多类似的英语问题，为了给广大英语爱好者统一答复、解决英语问题，我决定开展此次英语教学直播。

本次 Live 主要包括以下内容：

＊ 为什么我的发音老不准？

＊ 如何能说得一口洋腔洋调？

＊ 学美式英语好，还是英式英语好？

＊ 学 Phonics 好，还是学 KK 音标好？

＊ 学英语要放弃中文思考吗？",19RMB,https://www.zhihu.com/people/peterlai.tw,4.5,4900,166
起跑线上的营养学：从孕期到宝宝,初夏之菡,https://www.zhihu.com/lives/787705719603367936,2016-12-21 20:00:00,175,"我是初夏之菡，在澳洲悉尼定居，我研究生毕业于澳洲新南威尔士大学食品科学专业，然后在澳洲大型食品公司从事食品法规与质量管理工作数年，如今回到悉尼大学科学院继续营养科研之路，课题方向是食品配方与人体营养的关系。同时今年，我成功在孕期只胖 8 公斤的情况下有了一个非常健康的猴宝宝，升级成菜鸟妈妈。于是除了日常的营养科研之外，我同时也把很多精力放在了对孕期和婴幼儿营养的研究上，尤其是对婴幼儿奶制品和保健品进行了很详尽的科学性探索，希望把最实用的营养学带给我们的下一代。

本次 Live 我会用显浅的语言讲述一下从孕期到婴儿时代饮食选择对自己和宝宝的影响。「赢在起跑线」或许是教育机构的噱头；但是我想说，从备孕，孕期一直到宝宝出生后这段时间确实是能影响孩子一辈子的健康「起跑线」，而这段特殊时间的良好饮食习惯和营养基础则会让自己和宝宝从身体上脱颖而出：健康是一笔永远不会亏的投资，而孕期到婴儿期便是回报率最高的时期。

本次 Live 主要包括以下内容：

＊ 备孕的营养基础。

＊ 孕期营养对宝宝的影响。

＊ 母乳的优势，但是并非是唯一的选择。

＊ 婴儿配方奶粉标签怎么看，以及选择合适奶粉的要点。

＊ 不同阶段的配方奶粉的区别和选择。

＊ 孕期以及宝宝出生后需要添加保健品吗？

＊ 添加辅食的最佳时机和第一口吃什么最好？



本次 Live 的主旨就是结合我自身的经历和研究帮助大家对备孕，孕期以及宝宝出生头半年的营养有个基础的了解，避免走入部分商家不实宣传，不负责科普以及一些错误的传统营养知识的误导。",19RMB,https://www.zhihu.com/people/sprinny,4.5,317,120
冬天来日本，怎么才能玩到精髓？,veronica1118,https://www.zhihu.com/lives/784804401557549056,2016-12-15 21:00:00,587,"我是王蕾，上海土著，现役设计师，穷游日本系列多本锦囊的作者。因为一些机缘巧合，在东京进学之后得以留在这片土地上，可以用自己的视野来深入这个城市，了解这个国家。

这是「穷游锦囊系列知乎 Live 」的第 15 场。



很多人说来日本，尤其是东京，不外乎买买买吃吃吃，要不就是红叶美美美，樱花拍拍拍，在剥去了这些表面第一印象之后，在不同的季节感受不一样的日本，体会日本文化中最精髓的随季节更迭而不停变化的「风物诗」概念。这一次我们把目光放近一点，来聊聊已然就在眼前的冬季，尤其是圣诞节和元旦来日本，能赶上什么季节限定的好事，直接在朋友圈引爆仇恨值！冬天来日本，玩什么、看什么、买什么？希望通过这次 Live 可以让即将要出发的小伙伴们玩的更有针对性，还在做计划的小伙伴们做好马克小贴士。

本次 Live 主要包括以下内容：

＊ 这些虐狗又美的不要不要的地方都在哪儿，分别有什么不一样？

＊ 如何带着女票或男票也加入虐狗大部队？

＊ 闺蜜组来日本跨年如何让友情升级？

＊ 哪些颜值高的甜品们都在哪儿？

＊ 趁着春节带家人长辈出行，又有哪些让你可以升格为「别人家小孩」的炫耀技巧？

＊ 传说中的年末福袋到底是什么？



总的来说，我们会聊聊日本人卯足了一年的劲儿铺张浪费只为了「美」这一个字的冬季固定节目「イルミネーション」有哪些看点，如果你感兴趣或有其他问题也可以在 Live 中提出。",19RMB,https://www.zhihu.com/people/veronica1118,4.5,459,197
财报迷雾：初探财务造假,wifs P,https://www.zhihu.com/lives/789793262893297664,2016-12-15 20:00:00,533,"我是 wifs P ，知乎电子书《财务演绎法》的作者，在财务咨询领域有超过 15 年的工作经历，包括四大、内资所、咨询公司，现任某财务咨询公司董事和会计师事务所合伙人。同时也是知乎审计、财务等话题的优秀回答者。

过去的六年中，国内上市公司中有超过四十家公司因为财务造假、或不恰当的财务处理受到中国证监会的行政处罚，其中不乏像万福生科、欣泰电气这样影响颇大、或者在中国证券市场历史上留下一笔的案例。这些财务造假行为的目的是什么？是如何做到的？为何在造假的当时没有被曝光？事后又是如何被发现的？本次 Live 我就和大家聊一聊财务造假这个话题。

本次 Live 主要包括以下内容：

＊ 过去几年国内上市公司财务造假被处罚的情况

＊ 哪些行业、哪些问题是财务造假的重灾区？

＊ 以收入造假为例，有哪些常见的造假手段？

＊ 什么迹象是容易滋生财务舞弊的温床？

＊ 考察潜在财务造假风险的常用思路",25RMB,https://www.zhihu.com/people/pwifs,4.5,552,85
男装服饰，如何搭配色彩,宋世泊,https://www.zhihu.com/lives/784355493165432832,2016-12-01 20:00:00,1591,"我是宋世泊，本人平面设计毕业，九年前创业，专攻经典男装的设计和营销，经常在知乎发表回答和文章，获得了一点小知名度。

在工作和生活中，我积累了许多男装知识，包括搭配、文化、工艺、生产。今天择其一二，分享给大家。

搭配服装，最基本也是适用最广的是色彩搭配。作为服装搭配的最基础，应当掌握。色彩搭配其实不光用于服饰、装修设计、居家用品和图表绘制，生活中的方方面面，都需要用到色彩搭配。本次以男装色彩搭配为范例进行讲解，其实这些技巧可以扩展到很多地方去应用。

本次 Live 主要包括以下内容：

＊ 关于色彩搭配，必须懂的五个最基本概念是什么？

＊ 初级配色技巧：协调搭配，包括：中性色搭配、同色相搭配、相邻色搭配。

＊ 中级配色技巧：点缀搭配

＊ 高级配色技巧：对比搭配，包括：强对比、弱对比、中等对比、半强对比。



本次 Live 中场和后场均安排有回答提问环节。",39RMB,https://www.zhihu.com/people/seabert,4.5,789,152
选择一瓶提升生活品质的香水,摸摸谢,https://www.zhihu.com/lives/785515385804836864,2016-12-21 20:00:00,684,"我是摸摸谢，六年香精公司工作经验，研究香味的设计，也研究消费者的嗅觉，在知乎回答众多香水问题。本次 Live 我邀请与我共同创办香水研究平台 AROMAG 的竹子，共同探讨香水香氛领域的消费升级。

「消费升级」是近年来出现频率特别高的词，我和竹子作为香水的深度爱好者以及创业者，也一直在探讨在香水、香氛乃至生活中的气味可以通过什么方式实现消费升级。中国的香水消费额逐年稳步增长，探讨这个主题，有助于我们思考，从接下来到未来，我们要买什么样的香水，通过什么方式接触和购买香水；以及，香水，可以如何影响我们的情感与生活。

本次 Live 主要包括以下内容：

＊ 当我们谈论香水的「消费升级」时，我们在谈论什么？

＊ 产品多样化与个性化升级：除了那些商业香，我们还能买什么？

＊ 消费体验升级：品牌都在终端做什么，消费者都在关注什么？

＊ 品牌内容升级：品牌与消费者的沟通都发生了什么变化？

＊ 有哪些香水品牌我们认为是消费升级的代表？",9RMB,https://www.zhihu.com/people/momoxie,5.0,696,203
识破律师伪装，找到真正的好律师,邓永泉,https://www.zhihu.com/lives/784047573970194432,2016-12-01 20:00:00,317,"我是邓永泉律师，大成律师事务所高级合伙人、北京仲裁委员会仲裁员、中欧仲裁委员会仲裁员。主要业务领域是并购、房地产及商业争议解决。我非常擅长商务谈判，在商业运作、非诉及诉讼仲裁方面拥有丰富的经验，能够帮助客户准确、有效且经济地解决问题。

常有客户或朋友找律师的时候，会问：如何判断一个律师的专业能力？每个律师都把案件分析的头头是道，但到底行不行，就判断不出来了。此次 Live ，我将就从律师的角度，来揭开律师「伪装的面具」，告诉你在选择律师的时候需要考察律师的那些方面，教你几招识别好坏律师简单、实用的小窍门。

本次 Live 主要包括以下内容：

＊ 用律师，就像看医生、找玉雕师一样。

＊ 律师会如何「伪装」自己？

＊ 考察律师要看哪些方面？

＊ 哪些律师看着好其实根本就不怎么样？

＊ 分享识别律师简单、实用的小窍门",129RMB,https://www.zhihu.com/people/guquanzhoukan,4.5,187,62
